,id,abbreviation,courseNumber,description,title,gradeAverage,letterAverage,openSeats,enrolledPercentage,enrolled,enrolledMax,units,__typename
2532,Q291cnNlVHlwZTo0ODM=,ART,117,"This advanced studio class extends drawing through its varied contemporary processes and methods. Students will enhance their skills and explore materials through self-generated projects and critical engagement with the instructor and peers. In-class critiques and open discussion will reinforce a vital part of their technical, conceptual, and professional development. Students will attend library tours, field trips and learn how professional artists use research in support of artistic investigations. Students will also learn how to explore media and materials to generate research for future projects.

Priority enrollment for declared and intended Art Practice majors. 
Prerequisites: ART 12 or by permission of instructor.",Advanced Drawing: Research and Methods,3.7875656742556916,A-,0,1.0,18,18,4.0,CourseType
2533,Q291cnNlVHlwZTo1NjM3,PB HLTH,116,"This course offers an introduction to issues and perspectives related to health and medicine. Guest lecturers speak about the week’s topic, which can include a variety of topics such as public health, violence, chronic illnesses, environmental health, and health care economics.  Speakers share their first-hand experiences in their fields, discuss current issues, debate ethical dilemmas, and pose and answer questions. During the weekly discussion sections, students delve deeper into the issues, not only exploring and perhaps questioning their own thoughts and beliefs, but also learning from the experiences and perspectives of their fellow students. ","Seminar on Social, Political, and Ethical Issues in Health and Medicine",-1.0,,41,0.924074074074074,499,540,3.0,CourseType
2534,Q291cnNlVHlwZToyMjE1NA==,CHEM,282A,"This is the first of the two one-unit courses that make up the Master of Molecular Science and Software Engineering (MSSE) program leadership course. Together, these two one-unit courses aim to introduce program participants to a number of key professional skills that will enhance their performance in today’s business environment. Topics covered in this course include key aspects of management and leadership disciplines; engineering, economic, finance and accounting concepts; effective communication skills, and a technologist’s role in marketing and business strategy formulation and execution.",MSSE Leadership Bootcamp,-1.0,,13,0.74,37,50,1.0,CourseType
2535,Q291cnNlVHlwZTozNDMz,GWS,200,"This course will provide an opportunity for the examination of diverse feminist theories produced in different disciplines and across disciplines. The course will ground contemporary philosophical and theoretical developments in the study of gender to specific histories of class, race, ethnicity, nation, and sexuality. Participants in the class will be urged to draw upon their own disciplinary and interdisciplinary backgrounds and interests to produce multifaceted analyses of how feminist theory has acted to delimit the study of women in some instances as well as how it may be used critically and imaginatively to open the field in complex and dynamic ways. Graduate students research and write a substantial (25-50 page) paper for the course. They will also participate in organizing and leading class discussion on a rotating basis. ",Theory and Critical Research,3.927358490566038,A,4,0.7777777777777778,14,18,4.0,CourseType
2536,Q291cnNlVHlwZToyMTgxOA==,AFRICAM,113AC, ,Racial Capitalism,3.9166666666666665,A,4,0.92,46,50,4.0,CourseType
2537,Q291cnNlVHlwZToxODQ=,AHMA,299,"Topics and instructors will vary from year to year. Special individual study for qualified graduate students. Individual study and research, including archaeological fieldwork or laboratory projects, in consultation with instructor on subject matter not covered in scheduled course offerings. ",Special Study,-1.0,,4,0.2,1,5,1-4,CourseType
2538,Q291cnNlVHlwZToyMDgyNQ==,INTEGBI,C201,"This course provides a fast-paced introduction to a variety of quantitative methods used in biology and their mathematical underpinnings.  While no topic will be covered in depth, the course will provide an overview of several different topics commonly encountered in modern biological research including differential equations and systems of differential equations, a review of basic concepts in linear algebra, an introduction to probability theory, Markov chains, maximum likelihood and Bayesian estimation, measures of statistical confidence, hypothesis testing and model choice, permutation and simulation, and several topics in statistics and machine learning including regression analyses, clustering, and principal component analyses.",Introduction to Quantitative Methods In Biology,3.6142857142857143,A-,12,0.2,3,15,4.0,CourseType
2539,Q291cnNlVHlwZTo1NDM3,NUC ENG,220,"Physical aspects and computer simulation of radiation damage in metals. Void swelling and irradiation creep. Mechanical analysis of structures under irradiation. Sputtering, blistering, and hydrogen behavior in fusion reactor materials. ",Irradiation Effects in Nuclear Materials,3.8851063829787233,A,28,0.24324324324324326,9,37,3.0,CourseType
2540,Q291cnNlVHlwZTo1MDM2,MUSIC,41B,Private carillon lessons stressing musical questions and de-emphasizing technical and repertory issues. Composition and arranging may be included. Personal musicianship is examined and musical horizons are extended. ,Private Carillon Lessons for Intermediate Students,4.0,A,10,0.0,0,10,1.0,CourseType
2541,Q291cnNlVHlwZTo0NjI3,MCELLBI,140,"An in depth introduction to genes, their sexual and asexual transmission in individuals and populations, and gene regulation in prokaryotes and eukaryotes. Gene manipulation by recombination, molecular cloning and genome editing is presented in contexts ranging from fundamental mechanisms of chromosome biology to applications in development, aging and disease. Human genetic variation and quantitative evaluation are illuminated. Non-Mendelian and epigenetic modes of inheritance of transposable elements, prions and chromatin states are paired with discussions of groundbreaking technology rewriting the rules of how the genome is analyzed, with attention to the ethical considerations ranging from the history of eugenics to modern controversies.",General Genetics,3.076580373269115,B,0,1.0,101,100,4.0,CourseType
2542,Q291cnNlVHlwZTo1ODI4,PB HLTH,290,A discussion of current developments and issues in public health of interest to faculty and students of the department as a whole. Content varies from semester to semester depending upon current issues and interests. ,Health Issues Seminars,3.879735234215886,A,25,0.8091603053435115,106,131,1-4,CourseType
2543,Q291cnNlVHlwZTozNDcw,HISTART,108,"The study of various urban centers at particular times in relation to the art produced there. Emphasis may be placed on the rise of artistic centers and professional communities, the representation of places of power, learning or recreation, the construction of urbanity, the reaction to cities, etc. Detailed descriptions of current and future offerings available in room 416 Doe Library. ",Cities and the Arts,3.2447488584474886,B+,1,0.9795918367346939,48,49,4.0,CourseType
